Rosseland opacity table for the element mix X=0.70, Y=0.28 and Z=0.20
based on Seaton et al. (1994),  Alexander & Ferguson (1994) ApJ, 437, 879, 
and Henning & Stognienko R. (1996), A&A 311, 291 in OP-format (log T vs log R)
000024 000141 --- number of points in log R and log T
4.250 -0.460 -0.440 -0.409 -0.357 -0.263 -0.102 +0.144 +0.476 +0.878 +1.325 +1.800 +2.285 +2.753 +3.155 +3.461 +3.683 +3.856 +3.987 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.300 -0.459 -0.440 -0.408 -0.355 -0.263 -0.108 +0.131 +0.460 +0.863 +1.314 +1.789 +2.275 +2.763 +3.218 +3.593 +3.872 +4.082 +4.251 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.350 -0.447 -0.427 -0.395 -0.342 -0.254 -0.105 +0.129 +0.455 +0.863 +1.322 +1.806 +2.300 +2.795 +3.273 +3.697 +4.033 +4.284 +4.484 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.400 -0.431 -0.411 -0.374 -0.317 -0.230 -0.088 +0.137 +0.461 +0.872 +1.342 +1.840 +2.347 +2.851 +3.342 +3.794 +4.174 +4.467 +4.687 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.450 -0.418 -0.396 -0.355 -0.289 -0.191 -0.047 +0.172 +0.489 +0.899 +1.374 +1.882 +2.400 +2.919 +3.426 +3.897 +4.307 +4.627 +4.861 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.500 -0.410 -0.387 -0.342 -0.265 -0.151 +0.010 +0.237 +0.550 +0.952 +1.423 +1.935 +2.463 +2.995 +3.516 +4.003 +4.432 +4.771 +5.017 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.550 -0.408 -0.383 -0.336 -0.253 -0.121 +0.068 +0.320 +0.646 +1.046 +1.505 +2.007 +2.534 +3.071 +3.601 +4.101 +4.541 +4.894 +5.128 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.600 -0.409 -0.385 -0.341 -0.257 -0.116 +0.097 +0.384 +0.739 +1.151 +1.607 +2.095 +2.609 +3.139 +3.668 +4.172 +4.620 +4.959 +5.199 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.650 -0.411 -0.389 -0.348 -0.271 -0.132 +0.091 +0.404 +0.792 +1.228 +1.691 +2.174 +2.674 +3.188 +3.706 +4.203 +4.644 +4.988 +5.247 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.700 -0.412 -0.392 -0.355 -0.284 -0.155 +0.062 +0.379 +0.783 +1.243 +1.725 +2.214 +2.708 +3.207 +3.705 +4.186 +4.616 +4.967 +5.252 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.750 -0.412 -0.393 -0.359 -0.296 -0.178 +0.026 +0.334 +0.734 +1.199 +1.694 +2.196 +2.694 +3.186 +3.669 +4.132 +4.550 +4.921 +5.210 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.800 -0.414 -0.395 -0.362 -0.304 -0.197 -0.009 +0.283 +0.671 +1.126 +1.620 +2.130 +2.637 +3.133 +3.611 +4.063 +4.477 +4.849 +5.132 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.850 -0.410 -0.393 -0.361 -0.307 -0.208 -0.033 +0.241 +0.611 +1.054 +1.542 +2.052 +2.566 +3.068 +3.551 +4.001 +4.415 +4.780 +5.047 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.900 -0.401 -0.384 -0.353 -0.302 -0.209 -0.046 +0.212 +0.567 +0.999 +1.480 +1.987 +2.503 +3.012 +3.501 +3.955 +4.370 +4.717 +4.976 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
4.950 -0.386 -0.369 -0.339 -0.289 -0.203 -0.050 +0.196 +0.540 +0.963 +1.440 +1.946 +2.462 +2.973 +3.467 +3.926 +4.336 +4.669 +4.905 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.000 -0.357 -0.341 -0.312 -0.264 -0.181 -0.037 +0.197 +0.530 +0.949 +1.425 +1.929 +2.443 +2.953 +3.447 +3.906 +4.307 +4.614 +4.812 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.050 -0.313 -0.297 -0.268 -0.222 -0.143 -0.005 +0.219 +0.541 +0.953 +1.425 +1.928 +2.438 +2.944 +3.432 +3.881 +4.263 +4.541 +4.714 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.100 -0.256 -0.235 -0.203 -0.156 -0.079 +0.053 +0.267 +0.576 +0.975 +1.438 +1.934 +2.439 +2.935 +3.406 +3.833 +4.187 +4.441 +4.601 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.150 -0.207 -0.174 -0.132 -0.079 +0.001 +0.131 +0.337 +0.632 +1.014 +1.461 +1.946 +2.439 +2.916 +3.357 +3.750 +4.074 +4.314 +4.473 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.200 -0.181 -0.132 -0.074 -0.004 +0.087 +0.220 +0.421 +0.701 +1.061 +1.487 +1.954 +2.431 +2.880 +3.281 +3.631 +3.930 +4.168 +4.333 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.250 -0.195 -0.131 -0.053 +0.038 +0.150 +0.299 +0.503 +0.771 +1.109 +1.511 +1.957 +2.409 +2.823 +3.179 +3.490 +3.771 +4.012 +4.183 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.300 -0.245 -0.172 -0.082 +0.029 +0.165 +0.338 +0.554 +0.819 +1.140 +1.520 +1.941 +2.366 +2.744 +3.061 +3.340 +3.609 +3.850 +4.033 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.350 -0.311 -0.241 -0.146 -0.025 +0.128 +0.322 +0.558 +0.835 +1.154 +1.515 +1.910 +2.303 +2.649 +2.934 +3.191 +3.449 +3.689 +3.895 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.400 -0.374 -0.315 -0.229 -0.110 +0.046 +0.252 +0.509 +0.809 +1.139 +1.494 +1.866 +2.229 +2.544 +2.805 +3.047 +3.295 +3.537 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.450 -0.418 -0.375 -0.307 -0.204 -0.055 +0.152 +0.421 +0.741 +1.092 +1.454 +1.814 +2.151 +2.439 +2.680 +2.909 +3.149 +3.399 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.500 -0.446 -0.420 -0.372 -0.291 -0.161 +0.035 +0.306 +0.642 +1.017 +1.396 +1.755 +2.073 +2.338 +2.562 +2.780 +3.015 +3.274 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.550 -0.457 -0.442 -0.412 -0.355 -0.253 -0.080 +0.184 +0.532 +0.930 +1.329 +1.691 +1.997 +2.243 +2.453 +2.661 +2.895 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.600 -0.462 -0.452 -0.434 -0.398 -0.324 -0.181 +0.064 +0.416 +0.836 +1.256 +1.625 +1.923 +2.155 +2.354 +2.554 +2.790 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
