              1.e5    1.249120182e8   0.201211945600    0.184448329900   0.000082132689 
   5.99244258598e5    1.120361561e8   0.237260977200    0.197650440100   0.000095277028 
   1.62719074554e6    1.042002919e8   0.265270111600    0.207048345600   0.000105149243 
   3.84425073038e6    9.835426279e7   0.290958005600    0.215125143400   0.000113586380 
   9.47403025257e6    9.303759678e7   0.319080590100    0.223474199200   0.000122198050 
   2.27928497515e7    8.846837432e7   0.348040800400    0.231608369600   0.000130403967 
   5.03943867245e7    8.487081895e7   0.375198214300    0.238863797400   0.000137385539 
   1.06819921854e8    8.200213288e7   0.400631349000    0.245375122900   0.000143260795 
   2.81964637217e8    7.815957364e7   0.437817662100    0.254500658100   0.000152039229 
    5.9997298565e8    7.507691012e7   0.469480559100    0.261945615100   0.000160098066 
   1.21457308744e9    7.292132846e7   0.493085855000    0.267325106200   0.000166288062 
   2.14373839214e9    7.125906633e7   0.512196485200    0.271582686300   0.000171406601 
   3.80318994782e9    7.000003409e7   0.526874305100    0.274799265500   0.000175556775 
   6.71179198805e9    6.903902361e7   0.537898518800    0.277187344000   0.000178915889 
  1.20183606402e10    6.828274815e7   0.545840143300    0.278901988600   0.000181776304 
