   0.0000000000000000        4088560000.0000000       0.40529875247688657     
   1584.4000000000001        4088560000.0000000      -0.81059750495377314     
   3253.9699999999998        4087100000.0000000      -0.36757691319794905     
   4915.6899999999996        4084420000.0000000      -0.37762118157736779     
   6563.1099999999997        4080780000.0000000      -0.28551297218667754     
   8191.3299999999999        4076400000.0000000      -0.23992826350882115     
   9796.7299999999996        4071450000.0000000      -0.21376957630476434     
   11376.700000000001        4066050000.0000000      -0.16431006122874336     
   12929.299999999999        4060320000.0000000      -0.17364916094058974     
   14453.299999999999        4054310000.0000000      -0.12750018432909335     
   15948.100000000000        4048110000.0000000      -0.12738737892121210     
   17413.000000000000        4041760000.0000000      -0.12129478624140090     
   18848.099999999999        4035290000.0000000      -0.10567832428633354     
   20253.299999999999        4028740000.0000000      -0.10161037729726492     
   21628.900000000001        4022130000.0000000      -0.10896407415444116     
   22975.099999999999        4015470000.0000000      -8.88174849591009397E-002
   24292.500000000000        4008790000.0000000      -9.12190006215136684E-002
   25581.400000000001        4002100000.0000000      -9.83606932934788514E-002
   26842.400000000001        3995400000.0000000      -9.31274673437370859E-002
   28076.099999999999        3988700000.0000000      -9.46449092213925147E-002
   29282.900000000001        3982010000.0000000      -8.26630064436102985E-002
   30463.599999999999        3975340000.0000000      -0.10561154417530207     
   31618.599999999999        3968680000.0000000      -9.63650835562910174E-002
   32748.599999999999        3962040000.0000000      -8.57210666940475818E-002
   33854.099999999999        3955430000.0000000      -0.11432022140533896     
   34935.800000000003        3948840000.0000000      -7.72454998180766017E-002
   35994.099999999999        3942290000.0000000      -0.12017752316586611     
   37029.800000000003        3935760000.0000000      -0.10563584909049104     
   38043.300000000003        3929260000.0000000      -9.23729112770612926E-002
   39035.300000000003        3922800000.0000000      -0.11542126156062188     
   40006.099999999999        3916370000.0000000      -0.12681087186890946     
   40956.400000000001        3909970000.0000000      -7.21752643582986853E-002
   41886.699999999997        3903620000.0000000      -0.16582253294385937     
   42797.500000000000        3897290000.0000000      -7.39323312769259861E-002
   43689.300000000003        3891010000.0000000      -0.15076158139432991     
   44562.500000000000        3884760000.0000000      -0.10964349552487315     
   45417.699999999997        3878550000.0000000      -0.13167368760475942     
   46255.199999999997        3872380000.0000000      -0.11306747301623982     
   47075.699999999997        3866250000.0000000      -0.16835086266526622     
   47879.300000000003        3860150000.0000000      -9.84479120875263458E-002
   48666.699999999997        3854100000.0000000      -0.13652134299872154     
   49438.199999999997        3848090000.0000000      -0.17609893000819316     
   50194.199999999997        3842110000.0000000      -0.10170946713455134     
   50935.199999999997        3836180000.0000000      -0.15955187041741259     
   51661.400000000001        3830290000.0000000      -0.14394072850469566     
   52373.300000000003        3824440000.0000000      -0.15525905171482027     
   53071.199999999997        3818630000.0000000      -0.15035406010484531     
   53755.599999999999        3812860000.0000000      -0.16157197624166444     
   54426.599999999999        3807130000.0000000      -0.16634067611697373     
   55084.699999999997        3801440000.0000000      -0.13534896431401361     
   55730.199999999997        3795800000.0000000      -0.13247410458119779     
   56363.400000000001        3790210000.0000000      -0.18700558110240037     
   56984.599999999999        3784660000.0000000      -0.13495765963964781     
   57594.199999999997        3779160000.0000000      -0.13050296544786805     
   58192.500000000000        3773710000.0000000      -0.20634782339673113     
   58779.599999999999        3768300000.0000000      -0.11337495702428914     
   59356.000000000000        3762940000.0000000      -0.20976675100542924     
   59921.900000000001        3757620000.0000000      -0.11761063139454646     
   60477.599999999999        3752350000.0000000      -0.20325557064014890     
   61023.199999999997        3747120000.0000000      -0.18403614794473611     
   61559.199999999997        3741930000.0000000      -0.13684502649146943     
   62085.599999999999        3736790000.0000000      -0.19034864524482373     
   62602.800000000003        3731690000.0000000      -0.21031733282331910     
   63110.900000000001        3726630000.0000000      -0.11328301272103466     
   63610.300000000003        3721620000.0000000      -0.21042420894294747     
   64101.099999999999        3716650000.0000000      -0.18830051653217106     
   64583.500000000000        3711720000.0000000      -0.18797144030248730     
   65057.699999999997        3706830000.0000000      -0.21880323563457080     
   65523.900000000001        3701980000.0000000      -9.92570864228427135E-002
   65982.399999999994        3697180000.0000000      -0.23639653623338555     
   66433.199999999997        3692420000.0000000      -0.14439839541557878     
   66876.699999999997        3687700000.0000000      -0.30849504557073859     
   67312.899999999994        3683010000.0000000      -0.11277318786763979     
   67742.000000000000        3678370000.0000000      -8.98593662724715136E-002
   68164.300000000003        3673780000.0000000      -0.31474726103159473     
   68579.800000000003        3669220000.0000000      -0.16542647855450715     
   68988.699999999997        3664700000.0000000      -0.17700305726501819     
   69391.300000000003        3660220000.0000000      -0.21564170188772119     
   69787.500000000000        3655780000.0000000      -0.14380822985408478     
   70177.600000000006        3651380000.0000000      -0.31939701694652145     
   70561.800000000003        3647010000.0000000      -5.21405808824318834E-002
   70940.100000000006        3642690000.0000000      -0.18270652603909790     
   71312.699999999997        3638410000.0000000      -0.29503919793721134     
   71679.699999999997        3634160000.0000000      -0.15448334357997293     
   72041.199999999997        3629950000.0000000      -0.16561058540058571     
   72397.500000000000        3625780000.0000000      -0.14765172496471041     
   72748.500000000000        3621650000.0000000      -0.30966424406824156     
   73094.399999999994        3617550000.0000000      -0.10723935012757271     
   73435.399999999994        3613490000.0000000      -0.18677829048227207     
   73771.500000000000        3609470000.0000000      -0.11276977233220097     
   74102.800000000003        3605490000.0000000      -0.30796547873666996     
   74429.500000000000        3601540000.0000000      -6.51628939528258455E-002
   74751.600000000006        3597630000.0000000      -0.32827615232418489     
   75069.300000000003        3593750000.0000000      -3.46722366243989999E-003
   75386.199999999997        3589870000.0000000      -0.24073772861113329     
